,belongs_to_collection,budget,genres_x,id,imdb_id,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,status_code,status_message,tagline,title,vote_average,vote_count,release_year,tconst,titleType,primaryTitle,isAdult,startYear,runtimeMinutes,genres_y,_merge
457,,18000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",245703.0,tt2649554,en,Midnight Special,A father and son go on the run after the dad learns his child possesses special powers.,15.322,"[{'id': 19246, 'logo_path': '/4zrEZfTf94tyG4wRB599gRS0reU.png', 'name': 'Faliro House Productions', 'origin_country': 'GR'}, {'id': 50914, 'logo_path': None, 'name': 'Tri-State Pictures', 'origin_country': ''}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]",United States of America,2016-02-18,6212282.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,He's not like us.,MIDNIGHT SPECIAL,6.3,1161.0,2016,tt2649554,movie,MIDNIGHT SPECIAL,0,2016,112,\N,both
462,,5000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",245916.0,tt1216491,en,Kill the Messenger,A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.,11.803,"[{'id': 27450, 'logo_path': None, 'name': 'The Combine', 'origin_country': ''}, {'id': 27451, 'logo_path': None, 'name': 'Bluegrass Films', 'origin_country': ''}]",United States of America,2014-10-09,2450846.0,112.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,,Can you keep a national secret?,KILL THE MESSENGER,6.6,532.0,2014,tt1216491,movie,KILL THE MESSENGER,0,2014,112,\N,both
477,"{'id': 553902, 'name': 'True North Collection', 'poster_path': '/akiksiEppqfuu58o8mxRfjPdJ33.jpg', 'backdrop_path': '/1GslYRMxJP6K4bF6P0hZlH23by.jpg'}",2800000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",246403.0,tt3099498,en,Tusk,"When his best friend and podcast co-host goes missing in the backwoods of Canada, a young guy joins forces with his friend's girlfriend to search for him.",12.981,"[{'id': 9081, 'logo_path': None, 'name': 'Phase 4 Films', 'origin_country': ''}, {'id': 13241, 'logo_path': None, 'name': 'Demarest Films', 'origin_country': ''}, {'id': 13642, 'logo_path': None, 'name': 'SModcast Pictures', 'origin_country': ''}]",United States of America,2014-09-19,1826705.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Let me tell you a story...,TUSK,5.2,642.0,2014,tt3099498,movie,TUSK,0,2014,102,\N,both
488,"{'id': 748, 'name': 'X-Men Collection', 'poster_path': '/31rqs6ZxFdi5nWZZaFPIr17q8jt.jpg', 'backdrop_path': '/Abnosho2v3bcdvDww6T7Hfeczm1.jpg'}",178000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",246655.0,tt3385516,en,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",33.911,"[{'id': 431, 'logo_path': None, 'name': ""The Donners' Company"", 'origin_country': 'US'}, {'id': 7505, 'logo_path': '/837VMM4wOkODc1idNxGT0KQJlej.png', 'name': 'Marvel Entertainment', 'origin_country': 'US'}, {'id': 9168, 'logo_path': '/hQNXrYIuyLRxMSBuGHk0GX7CCBS.png', 'name': 'Bad Hat Harry Productions', 'origin_country': 'US'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 28788, 'logo_path': None, 'name': 'Genre Films', 'origin_country': 'US'}]",United States of America,2016-05-18,543934787.0,144.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Only the strong will survive,X-MEN: APOCALYPSE,6.5,8817.0,2016,tt3385516,movie,X-MEN: APOCALYPSE,0,2016,144,\N,both
617,,11000000.0,"[{'id': 18, 'name': 'Drama'}]",249164.0,tt1355630,en,If I Stay,"Mia Hall, a talented young cellist, thought the most difficult decision she would ever have to make would be whether to pursue her musical dreams at prestigious Juilliard or follow her heart to be with the love of her life, Adam, a rock singer/guitarist. However, a car wreck changes everything in an instant, and now Mia's life hangs in the balance. Suspended between life and death, Mia faces a choice that will decide her future.",12.759,"[{'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]",United States of America,2014-08-21,78874843.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Live for Love.,IF I STAY,7.4,2878.0,2014,tt1355630,movie,IF I STAY,0,2014,107,\N,both
650,,1547000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",249799.0,tt0029377,en,Parnell,"Irish politician Charles Stewart Parnell (1846-1891) struggles to free his country from English rule, but his relationship with married Katie O'Shea threatens to ruin all his dreams of freedom.",2.814,"[{'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]",United States of America,1937-06-04,1576000.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,,PARNELL,4.5,4.0,1937,tt0029377,movie,PARNELL,0,1937,118,\N,both
665,,2000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",250124.0,tt3172532,en,The Diary of a Teenage Girl,"Minnie Goetze is a 15-year-old aspiring comic-book artist, coming of age in the haze of the 1970s in San Francisco. Insatiably curious about the world around her, Minnie is a pretty typical teenage girl. Oh, except that she’s sleeping with her mother’s boyfriend.",9.783,"[{'id': 41640, 'logo_path': '/e1naE79Djln19oDgMsP3uuvLbTq.png', 'name': 'Archer Gray', 'origin_country': 'US'}, {'id': 2699, 'logo_path': None, 'name': 'Caviar Films', 'origin_country': ''}, {'id': 3916, 'logo_path': None, 'name': 'Cold Iron Pictures', 'origin_country': ''}]",United States of America,2015-08-07,1477002.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Some things are best kept secret,THE DIARY OF A TEENAGE GIRL,6.7,489.0,2015,tt3172532,movie,THE DIARY OF A TEENAGE GIRL,0,2015,102,\N,both
680,"{'id': 402074, 'name': 'Annabelle Collection', 'poster_path': '/8ouiyGYcv3E1JPrPrC7pLjxlDhC.jpg', 'backdrop_path': '/9MYrsMQNSkRvT5iIfspKQzeIGRV.jpg'}",6500000.0,"[{'id': 27, 'name': 'Horror'}]",250546.0,tt3322940,en,Annabelle,"John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle.",15.158,"[{'id': 76907, 'logo_path': '/wChlWsVgwSd4ZWxTIm8PTEcaESz.png', 'name': 'Atomic Monster', 'origin_country': 'US'}, {'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 11565, 'logo_path': None, 'name': 'The Safran Company', 'origin_country': 'US'}, {'id': 31375, 'logo_path': None, 'name': 'Evergreen Media Group', 'origin_country': ''}, {'id': 41624, 'logo_path': '/wzKxIeQKlMP0y5CaAw25MD6EQmf.png', 'name': 'RatPac-Dune Entertainment', 'origin_country': 'US'}]",United States of America,2014-10-02,257047661.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,"Before the Conjuring, there was Annabelle.",ANNABELLE,5.6,3776.0,2014,tt3322940,movie,ANNABELLE,0,2014,99,\N,both
761,,1000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",252171.0,tt2326554,en,A Girl Walks Home Alone at Night,"In the Iranian ghost-town Bad City, a place that reeks of death and loneliness, the townspeople are unaware they are being stalked by a lonesome vampire.",9.181,"[{'id': 51192, 'logo_path': None, 'name': 'Black Light District', 'origin_country': 'US'}, {'id': 51193, 'logo_path': None, 'name': 'Say Ahh Productions', 'origin_country': ''}, {'id': 34519, 'logo_path': '/MGFizEilC4bv5aDeF8YfEyjDVG.png', 'name': 'SpectreVision', 'origin_country': 'US'}, {'id': 51194, 'logo_path': None, 'name': 'Logan Pictures', 'origin_country': ''}]",United States of America,2014-01-19,395000.0,99.0,"[{'iso_639_1': 'fa', 'name': 'فارسی'}]",Released,,,,A GIRL WALKS HOME ALONE AT NIGHT,6.9,421.0,2014,tt2326554,movie,A GIRL WALKS HOME ALONE AT NIGHT,0,2014,101,\N,both
809,,23000000.0,"[{'id': 35, 'name': 'Comedy'}]",252838.0,tt0884732,en,The Wedding Ringer,"Doug Harris is a loveable but socially awkward groom-to-be with a problem: he has no best man.  With less than two weeks to go until he marries the girl of his dreams, Doug is referred to Jimmy Callahan, owner and CEO of Best Man, Inc., a company that provides flattering best men for socially challenged guys in need.  What ensues is a hilarious wedding charade as they try to pull off the big con, and an unexpected budding bromance between Doug and his fake best man Jimmy.",16.535,"[{'id': 3287, 'logo_path': '/bz6GbCQQXGNE56LTW9dwgksW0Iw.png', 'name': 'Screen Gems', 'origin_country': 'US'}, {'id': 34034, 'logo_path': None, 'name': 'LStar Capital', 'origin_country': 'US'}, {'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}]",United States of America,2015-01-16,79799880.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,He's the best man... money can buy.,THE WEDDING RINGER,6.5,1026.0,2015,tt0884732,movie,THE WEDDING RINGER,0,2015,101,\N,both
821,,2000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",253098.0,tt2673854,en,Midget Zombie Takeover,"When some college students get together for a hot tub party, they're shocked to find out that their party is being crashed by some tiny, uninvited guests who are hungry for flesh - human flesh.",0.656,"[{'id': 104977, 'logo_path': None, 'name': 'Cold Spring Productions', 'origin_country': ''}, {'id': 63049, 'logo_path': None, 'name': 'Driving With Our Eyes Shut', 'origin_country': ''}]",United States of America,2013-02-08,10604.0,73.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Fight the Takeover,MIDGET ZOMBIE TAKEOVER,5.3,2.0,2013,tt2673854,movie,MIDGET ZOMBIE TAKEOVER,0,2013,73,\N,both
825,,18000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",253235.0,tt2465146,en,And So It Goes,A self-centered realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.,9.85,"[{'id': 97, 'logo_path': '/7znWcbDd4PcJzJUlJxYqAlPPykp.png', 'name': 'Castle Rock Entertainment', 'origin_country': 'US'}, {'id': 32244, 'logo_path': None, 'name': 'ASIG Productions', 'origin_country': ''}, {'id': 11030, 'logo_path': None, 'name': 'Envision Entertainment', 'origin_country': 'US'}]",United States of America,2014-07-20,25312387.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,,AND SO IT GOES,6.0,287.0,2014,tt2465146,movie,AND SO IT GOES,0,2014,94,\N,both
856,,9000000.0,"[{'id': 18, 'name': 'Drama'}]",253331.0,tt2883434,en,Black or White,"A grieving widower is drawn into a custody battle over his granddaughter, whom he helped raise her entire life.",7.265,"[{'id': 14580, 'logo_path': None, 'name': 'Treehouse Pictures', 'origin_country': ''}]",United States of America,2014-09-06,21571189.0,121.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,There's more to family than what you see.,BLACK OR WHITE,6.8,212.0,2014,tt2883434,movie,BLACK OR WHITE,0,2014,121,\N,both
867,,15000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10752, 'name': 'War'}]",253414.0,tt3164256,en,Rock the Kasbah,"A washed-up music producer finds one last shot at redemption with a golden-voiced young girl in Afghanistan. However, when jealousy gets the better of a disgruntled ex-boyfriend, he decides to oppose the young star with talent of his own.",9.86,"[{'id': 2265, 'logo_path': '/cA8M1Z7jx5ZXtLEFBgzot6RGPxM.png', 'name': 'Shangri-La Entertainment', 'origin_country': 'US'}, {'id': 11029, 'logo_path': '/aEqqnFZjCW10ODE4TYQ1qkjvokr.png', 'name': 'QED International', 'origin_country': 'US'}, {'id': 19477, 'logo_path': None, 'name': 'Dune Films', 'origin_country': 'MA'}, {'id': 20313, 'logo_path': None, 'name': 'Venture Forth', 'origin_country': ''}, {'id': 10427, 'logo_path': '/3u5sNgPRbba0ND3SUMXPTT7On9h.png', 'name': 'Open Road Films', 'origin_country': 'US'}]",United States of America,2015-10-22,3020664.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Opportunity rocks where you least expect it.,ROCK THE KASBAH,5.5,163.0,2015,tt3164256,movie,ROCK THE KASBAH,0,2015,106,\N,both
913,,1000000.0,"[{'id': 27, 'name': 'Horror'}]",254191.0,tt3177316,en,Honeymoon,A newlywed couple finds their lake-country honeymoon descend into chaos after Paul finds his wife wandering and disoriented in the middle of the night.,8.212,"[{'id': 33606, 'logo_path': None, 'name': 'Fewlas Entertainment', 'origin_country': ''}]",United States of America,2014-09-12,9318.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,After the ceremony comes the ritual.,HONEYMOON,5.4,388.0,2014,tt3177316,movie,HONEYMOON,0,2014,87,\N,both
927,"{'id': 306031, 'name': 'Pitch Perfect Collection', 'poster_path': '/n1bCFVJeVxX1yCTnXy4OCRwynF1.jpg', 'backdrop_path': '/jolu4gMP6g2VmUZt099U6X6jNNJ.jpg'}",29000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",254470.0,tt2848292,en,Pitch Perfect 2,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",23.298,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 12026, 'logo_path': None, 'name': 'Gold Circle Films', 'origin_country': 'US'}, {'id': 12365, 'logo_path': None, 'name': 'Brownstone Productions', 'origin_country': ''}]",United States of America,2015-05-07,287506194.0,115.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,We're back pitches,PITCH PERFECT 2,6.8,3822.0,2015,tt2848292,movie,PITCH PERFECT 2,0,2015,115,\N,both
954,,4000000.0,"[{'id': 18, 'name': 'Drama'}]",254905.0,tt2893490,en,Manglehorn,"AJ Manglehorn is an aging, ordinary guy in a small town. He nurses his sick cat, squeezes out a conversation with the local bank teller every Friday, and eats at the same place every day.  But there is more to Manglehorn than meets the eye: he’s an ex-con who, 40 years ago, gave up the woman of his dreams for a big ‘job’. He now obsesses daily over the choices he made. After a dramatic effort to start over, Manglehorn faces a terrifying moment and is unmasked as a guy with a very, very dark past.",7.132,"[{'id': 9015, 'logo_path': None, 'name': 'Worldview Entertainment', 'origin_country': ''}]",United States of America,2015-06-03,143101.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,You get one shot at life. Try not to miss.,MANGLEHORN,5.5,103.0,2015,tt2893490,movie,MANGLEHORN,0,2014,97,\N,both
1046,,50100000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",256591.0,tt2381941,en,Focus,"Nicky, an accomplished con artist, gets romantically involved with his disciple Jess but later ends their relationship. Years later, she returns as a femme fatale to spoil his plans.",11.547,"[{'id': 21914, 'logo_path': '/iF5QYCtPLuwkU90jWdjrul25d71.png', 'name': 'K&S Films', 'origin_country': 'AR'}, {'id': 41624, 'logo_path': '/wzKxIeQKlMP0y5CaAw25MD6EQmf.png', 'name': 'RatPac-Dune Entertainment', 'origin_country': 'US'}, {'id': 47586, 'logo_path': None, 'name': 'Zaftig Films', 'origin_country': ''}]",United States of America,2015-02-25,153962963.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Never Drop The Con.,FOCUS,6.8,4492.0,2015,tt2381941,movie,FOCUS,0,2015,105,\N,both
1063,,1275000.0,"[{'id': 18, 'name': 'Drama'}]",256758.0,tt0046982,en,Flame and the Flesh,American woman in Europe romanced by local gigolo; problems ensue.,0.6000000000000001,"[{'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]",United States of America,1954-05-05,2294000.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Even more dangerous now as a brunette!,FLAME AND THE FLESH,10.0,1.0,1954,tt0046982,movie,FLAME AND THE FLESH,0,1954,104,\N,both
1076,,10000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",256924.0,tt1772288,en,Danny Collins,An ageing rock star decides to change his life when he discovers a 40-year-old letter written to him by John Lennon.,8.119,"[{'id': 33603, 'logo_path': '/K1SdQd49Kx3QRx0djfHbzeotCz.png', 'name': 'ShivHans Pictures', 'origin_country': ''}, {'id': 6831, 'logo_path': '/ojg8jqsVLGDvuJowOkZQZVV42AA.png', 'name': 'Big Indie Pictures', 'origin_country': 'US'}]",United States of America,2015-03-19,10835752.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,,A letter from John Lennon changed his life,DANNY COLLINS,6.7,284.0,2015,tt1772288,movie,DANNY COLLINS,0,2015,106,\N,both
