,budget,revenue,title,vote_average,vote_count,tconst,startYear,runtimeMinutes,genre_1,genre_2,genre_3,genre_4,prod_company_1,prod_company_2,prod_company_3,prod_company_4,prod_company_5,writer_1,writer_2,writer_3,writer_4,writer_5,director_1,director_2,director_3,cast_1,cast_2,cast_3,cast_4,cast_5,cast_6,cast_7,cast_8,cast_9,cast_10,others_1,others_2,others_3,others_4,others_5,others_6,others_7,others_8,others_9,others_10,profit,rev_budget_ratio
3684,62369439.37550689,575228060.2327529,AMERICAN SNIPER,7.4,8091.0,tt2179136,2014,133,War,Action,,,RatPac-Dune Entertainment,Village Roadshow Pictures,Mad Chance Productions,22 & Indiana Pictures,Malpaso Productions,nm0355699,nm6984200,nm0000142,nm7198520,nm4881574,nm0000142,,,nm0177896,nm1092227,nm0973177,nm6518675,nm0415382,nm0731346,nm1218757,nm1934618,,,nm0493662,nm0520749,nm1664289,nm3709982,,,,,,,512858620.85724604,9.222915357142856
3686,42428190.051365234,208726746.37845957,THE OTHER WOMAN,6.3,2408.0,tt2203939,2014,109,Comedy,Romance,,,LBI Productions,20th Century Fox,,,,nm2602433,nm0001024,,,,nm0001024,,,nm0000139,nm0005182,nm4478322,nm0182666,,,,,,,nm0798930,nm0956374,nm0005709,nm1467567,,,,,,,166298556.32709435,4.919529825000001
3647,5833876.13206272,5816161.302011523,WISH I WAS HERE,6.6,459.0,tt2870708,2014,106,Drama,Comedy,,,Wild Bunch,Worldview Entertainment,Double Feature Films,,,nm0103783,nm0103785,,,,nm0103785,,,nm0103785,nm1428821,nm3163952,nm0005028,,,,,,,nm0787834,nm0792049,nm1387379,nm0003394,nm0450005,,,,,,-17714.83005119674,0.9969634545454544
3690,19092685.523114357,109480740.61003819,BIRDMAN,7.4,8301.0,tt2562232,2014,119,Drama,Comedy,,,TSG Entertainment,Worldview Entertainment,New Regency Pictures,M Productions,Le Grisbi Productions,nm5409486,nm3174584,nm0327944,nm1481172,nm0142577,nm0327944,,,nm0000474,nm0302108,nm0001570,nm2057859,nm0242026,,,,,,nm0971956,nm0523881,nm0860384,nm2002108,,,,,,,90388055.08692384,5.734171888888889
3691,19092685.523114357,284435828.27199924,NEIGHBORS,6.2,4800.0,tt2004420,2014,97,Comedy,,,,Good Universe,Universal Pictures,Point Grey Pictures,,,nm1895993,nm0831557,nm1157527,,,nm0831557,,,nm0736622,nm0126284,nm1374980,nm0001435,,,,,,,nm1698571,nm4384917,nm0028787,,,,,,,,265343142.7488849,14.897633333333335
3692,68945808.83346851,141945436.05667073,ANNIE,6.2,843.0,tt1823664,2014,118,Comedy,Drama,Family,,Marcy Media,Columbia Pictures,Olive Bridge Entertainment,Sony Pictures,Overbrook Entertainment,nm0112459,nm0336675,nm0323239,nm0576070,,nm0323239,,,nm4832920,nm0000139,nm0004937,nm0126284,,,,,,,nm5971122,nm0419650,,,,,,,,,72999627.22320221,2.058797169230769
3693,10607047.512841308,1129071.4153233983,50 TO 1,6.3,26.0,tt1777595,2014,110,Comedy,Drama,,,Ten Furlongs,,,,,nm0175813,nm0933604,,,,nm0933604,,,nm0000240,nm0437283,nm0001137,nm3614943,,,,,,,nm0743919,nm0005891,nm2743837,nm0055618,,,,,,,-9477976.09751791,0.10644540000000001
3694,26517618.782103274,40633081.96932026,MILLION DOLLAR ARM,6.8,371.0,tt1647668,2014,124,Drama,,,,Walt Disney Pictures,,,,,nm0318916,nm0565336,,,,nm0318916,,,nm0358316,nm0541902,nm0000273,nm4139037,,,,,,,nm0161891,nm0336668,nm0005387,nm0006246,,,,,,,14115463.187216986,1.53230508
3646,15910571.269261964,55688633.9884386,WILD,7.0,1522.0,tt2305051,2014,115,Drama,,,,bob industries,Fox Searchlight Pictures,Pacific Standard,,,nm4952700,nm0394984,nm0885249,,,nm0885249,,,nm0000702,nm0000368,nm0000451,nm0401264,,,,,,,nm0660295,nm0688361,nm0126825,,,,,,,,39778062.719176635,3.500102733333333
3645,46671009.05650176,13091888.405751556,THE INTERVIEW,6.2,3770.0,tt2788710,2014,112,Action,Comedy,,,Point Grey Pictures,Columbia Pictures,,,,nm1003839,nm0736622,nm1698571,,,nm0736622,nm1698571,,nm0290556,nm0736622,nm1320827,nm0135221,,,,,,,nm4384917,nm2273444,nm1060930,nm0049026,nm0932144,,,,,,-33579120.650750205,0.2805143636363637
3696,36063961.54366045,369443464.8722628,THE MAZE RUNNER,7.1,11200.0,tt1790864,2014,113,Action,Mystery,Science Fiction,Thriller,Ingenious Media,Gotham Group,Dayday Films,Temple Hill Entertainment,TSG Entertainment,nm2233127,nm4212895,nm1226871,nm2385905,nm3834300,nm1226871,,,nm3729721,nm2546012,nm2401020,nm1032473,,,,,,,nm2125212,,,,,,,,,,333379503.3286023,10.244117647058824
3698,5303523.756420654,898102.9557312788,ATLAS SHRUGGED: PART III,4.0,34.0,tt2800038,2014,99,Drama,Science Fiction,Mystery,,Atlas 3 Productions,,,,,nm2690726,nm2244438,nm0709446,nm0440673,,nm2690726,,,nm1119340,nm0716438,nm0001555,nm0533380,,,,,,,nm0006012,nm0851320,,,,,,,,,-4405420.800689375,0.1693408
3680,31821142.538523927,16326345.256965565,VAMPIRE ACADEMY,6.0,1078.0,tt1686821,2014,104,Comedy,Action,Fantasy,,Montford / Murphy Productions,Preger Entertainment,,,,nm3976229,nm0914134,nm0914058,,,nm0914134,,,nm3614913,nm4867258,nm1572716,nm0000321,nm1385871,,,,,,nm1848205,nm0006613,nm0623235,,,,,,,,-15494797.281558363,0.5130659666666666
0,13789161.766693702,48049925.23317113,EARTH TO ECHO,5.8,394.0,tt2183034,2014,91,Family,Adventure,Science Fiction,,Panay Films,Walt Disney Pictures,,,,nm0659123,nm2849655,nm1757777,,,nm1757777,,,nm5128387,nm4702342,nm3419119,nm4125403,nm4861346,,,,,,nm1448916,nm2468967,nm1131817,,,,,,,,34260763.466477424,3.4846153846153842
3741,109252589.38226548,530552249.54187363,RIO 2,6.3,1949.0,tt2357291,2014,101,Adventure,Comedy,Family,Animation,Blue Sky Studios,20th Century Fox Animation,20th Century Fox,,,nm3229505,nm0081081,nm0185934,nm0722610,nm0757858,nm0757858,,,nm0251986,nm0004266,nm1318596,nm0000412,,,,,,,nm1512524,,,,,,,,,,421299660.1596081,4.856198398058252
29,5303523.756420654,2599623.996865707,KILL THE MESSENGER,6.6,532.0,tt1216491,2014,112,Thriller,Crime,Drama,Mystery,The Combine,Bluegrass Films,,,,nm1481618,nm1794136,nm2725882,nm0191147,,nm0191147,,,nm0719637,nm0001598,nm2916225,nm1128418,nm1208725,nm2360398,,,,,nm0221638,nm0835959,nm0008330,,,,,,,,-2703899.7595549473,0.4901692
27,20153390.274398487,5917161.608428799,PAWN SACRIFICE,6.7,482.0,tt1596345,2014,115,Thriller,Drama,,,Gail Katz Productions,PalmStar Media,,,,nm0929349,nm0729151,nm1140275,nm0001880,,nm0001880,,,nm0001497,nm0000630,nm0765597,nm0836121,,,,,,,nm0441713,nm0006133,,,,,,,,,-14236228.665969688,0.29360626315789473
26,3500325.679237632,13886746.603811841,WHIPLASH,8.4,8586.0,tt2582802,2014,106,Drama,Music,,,Bold Films,Blumhouse Productions,Right of Way Films,,,nm3227090,,,,,nm3227090,,,nm1886602,nm0799777,nm2552034,nm0001663,,,,,,,nm0089658,nm2615685,nm0484123,nm1490949,nm3225654,,,,,,10386420.92457421,3.9672727272727273
25,6364228.507704785,34208.7889336645,SONG ONE,5.6,132.0,tt2182972,2014,86,Drama,,,,Worldview Entertainment,,,,,nm2293399,,,,,nm2293399,,,nm0004266,nm1926865,nm0005460,nm3860305,,,,,,,nm2576804,nm0001129,nm0686887,nm0795719,nm6560200,,,,,,-6330019.7187711205,0.005375166666666666
24,2545691.403081914,93631.59051010408,LIFE AFTER BETH,5.2,373.0,tt2581244,2014,89,Romance,Comedy,Horror,,Abbolita Productions,Starstream Entertainment,Destro Films,,,nm1337885,,,,,nm1337885,,,nm2201555,nm2851530,nm0000604,nm0788340,,,,,,,nm1989592,nm2943902,nm1384130,nm0402870,nm1732761,,,,,,-2452059.8125718096,0.03678041666666667
163,3500325.679237632,47731.71380778589,THE OPPOSITE SEX,4.1,20.0,tt2796678,2014,97,Comedy,,,,Magna Global Entertainment,Verdi Productions,,,,nm0997989,nm0001738,nm5592679,nm0278304,,nm0001738,nm0278304,,nm0836176,nm0002546,nm0278304,nm0005020,,,,,,,nm4216013,nm3094659,nm3838148,,,,,,,,-3452593.965429846,0.013636363636363636
481,10.60704751284131,15.910571269261963,THE RIVEN,0.0,0.0,tt3761144,2014,96,Drama,,,,Wild Dogs Productions,,,,,nm3008388,,,,,nm3008388,,,nm6217474,nm6512333,nm3324304,nm5333228,,,,,,,nm6217477,nm6512356,,,,,,,,,5.3035237564206525,1.4999999999999998
23,7106721.833603677,1517502.555948398,INFINITELY POLAR BEAR,6.8,228.0,tt1969062,2014,90,Comedy,Drama,,,Park Pictures Features,Paper Street Films,Bad Robot,KGB Media,,nm0285379,,,,,nm0285379,,,nm0749263,nm0757855,nm5602167,nm5602169,,,,,,,nm0083851,nm1292502,nm2803928,nm0630633,nm0938645,,,,,,-5589219.277655279,0.21353059701492533
21,5303523.756420654,61831.662066605844,RUDDERLESS,7.3,161.0,tt1798243,2014,105,Music,Drama,Comedy,,Amberdale Productions,Unified Pictures,Tee Rob Pictures,Dog Pond Productions,,nm3722800,nm0000513,nm5369674,,,nm0000513,,,nm0001082,nm0947338,nm0005031,nm1411125,,,,,,,nm4570739,nm1761309,nm0723450,,,,,,,,-5241692.094354048,0.011658600000000002
17,47731713.80778589,91396310.10966648,STEP UP ALL IN,6.8,1295.0,tt2626350,2014,112,Romance,Drama,Music,,Summit Entertainment,Offspring Entertainment,,,,nm2586324,nm0012137,nm4291727,,,nm2586324,,,nm4554428,nm0263759,nm1782560,nm2298016,,,,,,,nm0270549,nm0316774,nm0788202,,,,,,,,43664596.30188059,1.9147921333333335
16,9015990.385915112,53353448.989591785,NIGHTCRAWLER,7.7,6307.0,tt2872718,2014,117,Crime,Drama,Thriller,,Sierra / Affinity,Bold Films,,,,nm0319659,,,,,nm0319659,,,nm0350453,nm0000623,nm0000200,nm1981893,,,,,,,nm0289048,nm0006904,nm0484123,nm1490949,nm0006133,nm0005696,,,,,44337458.60367668,5.91764705882353
15,4242819.005136523,2827119.709102122,THE SIGNAL,5.9,959.0,tt2910814,2014,97,Thriller,Science Fiction,,,Signal Film Group,Low Spark Films,Automatik Entertainment,Focus Features,,nm0295701,nm1827931,nm5673221,,,nm1827931,,,nm4154798,nm4972453,nm3354041,nm0000401,,,,,,,nm1021351,nm2271939,nm2739482,nm0772283,,,,,,,-1415699.2960344013,0.6663304999999999
14,6364228.507704785,15985.881306603136,BAREFOOT,6.4,361.0,tt2355495,2014,90,Comedy,Drama,Romance,,WhiteFlame Productions,,,,,nm1837015,nm0281598,,,,nm0281598,,,nm0939697,nm0005454,nm0799777,nm0001852,,,,,,,nm4998084,nm1005373,nm0005304,nm0344738,,,,,,,-6348242.626398182,0.0025118333333333334
13,5303523.756420654,2510858.9197544944,THE GUEST,6.5,1022.0,tt2980592,2014,100,Mystery,Thriller,Action,,HanWay Films,Snoot Entertainment,,,,nm1440023,nm1417392,,,,nm1417392,,,nm1405398,nm0445992,nm2140860,nm0601376,,,,,,,nm2384784,nm2096462,nm1922014,nm0062373,,,,,,,-2792664.83666616,0.47343219999999997
12,7424933.258988916,15506153.18662561,BEYOND THE LIGHTS,7.0,256.0,tt3125324,2014,116,Romance,Drama,,,Black Entertainment Television (BET),Relativity Media,Relativity Sports,Undisputed Cinema,Homegrown Pictures,nm0697656,,,,,nm0697656,,,nm1813221,nm1676649,nm0000378,nm0000418,,,,,,,nm0019858,nm0090066,nm1448916,nm2535778,nm4584738,,,,,,8081219.927636693,2.0883895714285714
504,13364879.86618005,20211234.747305013,THE DROP,6.7,1301.0,tt1600196,2014,106,Drama,Crime,,,Fox Searchlight Pictures,Chernin Entertainment,,,,nm1212331,nm1742427,,,,nm1742427,,,nm0362766,nm0636426,nm0001254,nm0774386,,,,,,,nm1858656,nm1249995,nm1692290,nm0001937,,,,,,,6846354.881124964,1.512264603174603
505,5303523.756420654,14647.271910482565,13 SINS,6.3,610.0,tt2059171,2014,93,Horror,Thriller,,,Dimension Films,IM Global,Automatik Entertainment,Little Magic Films,Sahamongkol Film International,nm0083547,nm0821844,nm2636866,nm1840848,,nm0821844,,,nm0916406,nm1984458,nm0101005,nm2179180,,,,,,,nm2271939,nm0594380,,,,,,,,,-5288876.484510171,0.0027618000000000005
30,2969973.3035955667,1937594.6726944784,TUSK,5.2,642.0,tt3099498,2014,102,Comedy,Horror,Drama,Thriller,Phase 4 Films,Demarest Films,SModcast Pictures,,,nm0003620,,,,,nm0003620,,,nm0519043,nm0662981,nm0005286,nm1270009,,,,,,,nm1583132,nm0989308,nm4207924,nm0570690,nm1537113,,,,,,-1032378.6309010882,0.6523946428571429
32,11667752.26412544,83662920.72688988,IF I STAY,7.4,2878.0,tt1355630,2014,107,Drama,,,,New Line Cinema,Metro-Goldwyn-Mayer,,,,nm3259208,nm0191712,nm0189272,,,nm0191712,,,nm1631269,nm0257969,nm3284401,nm0502671,,,,,,,nm1327019,nm0673137,nm0207532,nm5860537,,,,,,,71995168.46276444,7.170440272727273
35,6894580.883346851,272651675.32917255,ANNABELLE,5.6,3776.0,tt3322940,2014,99,Horror,,,,Atomic Monster,New Line Cinema,The Safran Company,Evergreen Media Group,RatPac-Dune Entertainment,nm0502954,nm2477891,,,,nm0502954,,,nm1782235,nm1834115,nm0005569,nm0024593,nm5145655,,,,,,nm0755911,nm1490123,nm1177766,nm0460770,nm0385777,,,,,,265757094.4458257,39.545793999999994
36,1060704.7512841308,418978.3767572317,A GIRL WALKS HOME ALONE AT NIGHT,6.9,421.0,tt2326554,2014,101,Horror,Romance,,,Black Light District,Say Ahh Productions,SpectreVision,Logan Pictures,,nm3235877,,,,,nm3235877,,,nm2611074,nm4256281,nm0542000,nm2236560,,,,,,,nm2942848,nm3236844,nm9222384,nm1503298,nm2609977,,,,,,-641726.3745268991,0.395
80,140013027.16950527,396228480.9579363,PENGUINS OF MADAGASCAR,6.4,2437.0,tt1911658,2014,92,Family,Animation,Adventure,Comedy,DreamWorks Animation,Pacific Data Images,,,,nm1685000,nm1595526,nm1725022,nm0774786,nm0971239,nm0971239,nm0201509,,nm0569891,nm1844237,nm0971017,nm0970447,,,,,,,,,,,,,,,,,256215453.78843102,2.829940106060606
79,4773171.380778589,12488.737741619358,FALCON RISING,5.8,134.0,tt2295722,2014,103,Adventure,Action,,,Strohberry Films,,,,,nm0053228,nm5178206,,,,nm0053228,,,nm0925220,nm0568180,nm0622913,nm0750448,,,,,,,nm0834788,nm2325576,nm0004519,nm0506654,,,,,,,-4760682.64303697,0.0026164444444444442
78,1378916.1766693702,15910571.269261964,PARTS PER BILLION,4.4,40.0,tt2495104,2014,98,Science Fiction,,,,XYZ Films,Benaroya Pictures,Miscellaneous Entertainment,PalmStar Media,Traverse Media,nm0394717,,,,,nm0394717,,,nm0001449,nm0001687,nm0206257,nm0001326,,,,,,,nm2918260,nm2676561,nm1837043,nm2231879,nm0453179,nm0302572,,,,,14531655.092592593,11.538461538461538
2931,68945808.83346851,41799845.527980536,SIN CITY: A DAME TO KILL FOR,6.3,2355.0,tt0458481,2014,102,Crime,Action,Thriller,,Residaco,Miramax,Troublemaker Studios,Aldamisa Entertainment,Demarest Films,nm0588340,nm0001675,,,,nm0588340,nm0001675,,nm0000620,nm0004695,nm0000982,nm0330687,nm3400186,,,,,,nm3703488,nm2721926,nm1655017,nm4808284,nm4207924,,,,,,-27145963.305487975,0.6062710153846154
76,2121409.5025682617,15564862.133904435,IT FOLLOWS,6.5,3772.0,tt3235888,2014,100,Horror,Thriller,,,Two Flints,Northern Lights Films,Animal Kingdom,,,nm1379002,,,,,nm1379002,,,nm2140860,nm1507857,nm3459140,nm2714273,,,,,,,nm0338253,nm3346661,nm3980199,nm1413530,nm4354653,nm0199079,nm1143429,nm1227638,nm1284023,,13443452.631336173,7.337038000000001
99,1060704.7512841308,66699331.63367633,UNFRIENDED,5.4,2164.0,tt3713166,2014,83,Horror,Thriller,,,Bazelevs Production,Blumhouse Productions,Universal Pictures,,,nm0300174,nm4532532,,,,nm0300174,,,nm2054764,nm4026000,nm1237541,nm2645189,,,,,,,nm0067457,nm2186596,nm4265905,nm2022847,,,,,,,65638626.8823922,62.88209
106,6894580.883346851,14707132.783121284,THE PYRAMID,4.8,539.0,tt2799166,2014,89,Horror,,,,Silvatar Media,Fox International Productions,Sahara Productions,,,nm2395870,nm0505183,nm2415173,,,nm0505183,,,nm3358233,nm0118617,nm0641354,nm3047195,,,,,,,nm0014960,nm0004799,nm3582838,,,,,,,,7812551.899774433,2.133143846153846
108,8485638.010273047,1497637.6773663491,99 HOMES,6.8,415.0,tt2891174,2014,112,Drama,,,,Noruz Films,Broad Green Pictures,Hyde Park Entertainment,Imagenation Abu Dhabi FZ,,nm1023919,nm2478512,nm0618881,,,nm1023919,,,nm1940449,nm0788335,nm0000368,nm0000317,,,,,,,nm0002170,nm4312021,nm1834530,,,,,,,,-6988000.332906698,0.17649087500000002
506,58338761.3206272,204006127.61458334,THE EQUALIZER,7.2,5315.0,tt0455944,2014,132,Thriller,Action,Crime,,Lonetree Entertainment,Columbia Pictures,Village Roadshow Pictures,Escape Artists,LStar Capital,nm0298807,nm0921013,nm0805994,nm2030456,,nm0298807,,,nm0000243,nm0190744,nm1631269,nm1092086,,,,,,,nm0085542,nm0089820,,,,,,,,,145667366.29395616,3.496922509090909
115,7424933.258988916,2503561.27106566,CAKE,6.3,600.0,tt3442006,2014,102,Drama,,,,Cinelou Films,Echo Films,,,,nm0864959,nm1400426,,,,nm1400426,,,nm0000098,nm0056770,nm0447695,nm0941777,nm0336701,,,,,,nm2657554,nm0004799,nm0353929,nm0813309,nm1125431,nm1989592,,,,,-4921371.987923256,0.337183
117,26517618.782103274,41549003.70416836,THE GAMBLER,5.8,814.0,tt2039393,2014,111,Thriller,Crime,Drama,,Paramount,Closest to the Hole Productions,Leverage,Winkler Films,,nm1184258,nm1012501,nm0864812,,,nm1012501,,,nm0000242,nm0001448,nm0000422,nm0488953,,,,,,,nm0153590,nm0506100,nm0935210,,,,,,,,15031384.922065083,1.5668452
121,6364228.507704785,1082895.7553857462,5 FLIGHTS UP,6.0,168.0,tt2933544,2014,88,Drama,,,,Revelations Entertainment,Lascaux Films,Latitude Productions,,,nm0676361,nm3263342,nm0518644,,,nm0518644,,,nm0000473,nm0000151,nm0633223,nm0696387,,,,,,,nm2645917,nm0566975,nm0580312,,,,,,,,-5281332.752319039,0.1701535
128,530352.3756420654,30708.463254426875,A LONG WAY OFF,7.3,3.0,tt2386502,2014,105,Romance,Drama,Family,,Uptone Pictures,Prodigafilm,,,,nm2988017,nm1139946,nm2473620,,,nm2988017,nm2473620,,nm0001108,nm0566052,nm0225963,nm3673618,,,,,,,nm3037147,nm3266627,nm4796357,,,,,,,,-499643.9123876385,0.05790200000000001
44,4242819.005136523,151787.9106135104,MANGLEHORN,5.5,103.0,tt2893490,2014,97,Drama,,,,Worldview Entertainment,,,,,nm5147161,nm0337773,,,,nm0337773,,,nm0000199,nm0000456,nm0005101,nm0582149,,,,,,,nm2576804,nm0615770,nm0874913,nm2002108,,,,,,,-4091031.094523013,0.03577525
42,1060704.7512841308,9883.646872465531,HONEYMOON,5.4,388.0,tt3177316,2014,87,Horror,,,,Fewlas Entertainment,,,,,nm4074404,nm5177682,,,,nm4074404,,,nm3310211,nm2016685,nm3193675,nm3813339,,,,,,,nm0048816,nm5937019,nm4051162,nm1644762,nm4498832,,,,,,-1050821.1044116654,0.009318
140,530352.3756420654,2969973.3035955667,SAVING CHRISTMAS,1.6,40.0,tt4009460,2014,79,Comedy,Family,,,Provident Films,Camfam Studios,,,,nm0229544,nm6805281,,,,nm0229544,,,nm0131647,nm0229544,nm0725811,nm3955339,,,,,,,nm3753819,nm6415169,nm7469551,nm4257152,nm2450608,,,,,,2439620.927953501,5.6000000000000005
40,9546342.761557179,22880662.66314798,BLACK OR WHITE,6.8,212.0,tt2883434,2014,121,Drama,,,,Treehouse Pictures,,,,,nm0082802,,,,,nm0082802,,,nm0000126,nm0818055,nm1843026,nm1107001,,,,,,,nm0006998,nm0005966,nm0022540,nm0638630,nm0936102,,,,,,13334319.9015908,2.3967987777777773
39,19092685.523114357,26848969.15724267,AND SO IT GOES,6.0,287.0,tt2465146,2014,94,Comedy,Drama,Romance,,Castle Rock Entertainment,ASIG Productions,Envision Entertainment,,,nm0001661,nm0029125,,,,nm0001661,,,nm0000140,nm0000473,nm3606106,nm0661755,,,,,,,nm0198941,nm0340112,nm0003299,nm1543747,,,,,,,7756283.6341283135,1.4062437222222224
116,5303523.756420654,46548658.884850636,STILL ALICE,7.5,2053.0,tt3316960,2014,101,Drama,,,,Shriver Films,Killer Films,Big Indie Pictures,BSM Studio,Lutzus-Brown,nm0322144,nm5581694,nm0922903,,,nm0322144,nm0922903,,nm0000194,nm0000285,nm0829576,nm0098378,,,,,,,nm4065767,nm0463025,nm3053132,nm0049888,nm1899688,,,,,,41245135.12842998,8.7769304
520,53035237.56420655,85262937.62685016,MUPPETS MOST WANTED,6.2,498.0,tt2281587,2014,107,Comedy,Adventure,Crime,Family,Walt Disney Pictures,Buena Vista Pictures,,,,nm0831557,nm0001345,nm0090386,,,nm0090386,,,nm0315041,nm0123092,nm0275486,nm0926209,,,,,,,nm0387674,nm0509414,nm0065100,,,,,,,,32227700.06264361,1.6076657999999997
22,1060704.7512841308,63370.74466071911,CAMP X-RAY,6.8,644.0,tt2994190,2014,117,Drama,,,,Young Gang,Gotham Group,Upload Films,GNK Productions,Rough House Pictures,nm0972104,,,,,nm0972104,,,nm0829576,nm1818216,nm1460812,nm2849965,,,,,,,nm0477253,nm1580627,nm0493439,nm0960634,nm0942742,,,,,,-997334.0066234118,0.059744
1476,190926855.23114356,804586753.9875431,MALEFICENT,7.1,8856.0,tt1587310,2014,97,Fantasy,Adventure,Action,Family,Walt Disney Pictures,Roth Films,,,,nm0941314,nm0382548,nm0674518,nm0834902,nm0052520,nm0834902,,,nm0001401,nm1102577,nm1663205,nm0544334,nm0005216,nm0727165,nm1017334,nm4154798,nm5732956,,nm0005387,nm2026983,,,,,,,,,613659898.7563995,4.214109916666667
1408,180319807.71830225,753784067.6304492,DAWN OF THE PLANET OF THE APES,7.3,7436.0,tt2103281,2014,130,Science Fiction,Action,Drama,Thriller,TSG Entertainment,Chernin Entertainment,Ingenious Media,,,nm0716257,nm0093560,nm0415425,nm0099541,nm0798646,nm0716257,,,nm0000198,nm0005392,nm0785227,nm2240346,nm0009716,nm0465269,nm1527905,,,,nm1858656,nm0087821,nm0785029,nm1132783,,,,,,,573464259.9121469,4.180262152941177
1421,180319807.71830225,820273351.084343,GUARDIANS OF THE GALAXY,7.9,19101.0,tt2015381,2014,121,Action,Science Fiction,Adventure,,Marvel Studios,,,,,nm5037683,nm0562554,nm2270979,nm3966115,nm0317493,nm0348181,nm0946521,,nm0695435,nm0004874,nm0177896,nm0757855,nm0000604,nm0001125,nm0005023,nm0408591,nm0740264,nm1176985,nm0003423,nm0003893,nm0075244,nm0270559,nm0314153,nm0674579,nm0711235,nm1119211,nm1436246,nm1558480,639953543.3660407,4.548991935294118
1460,127284570.15409571,257421338.25972813,ROBOCOP,5.8,3556.0,tt1234721,2014,117,Action,Science Fiction,,,Columbia Pictures,Strike Entertainment,Metro-Goldwyn-Mayer,,,nm0655683,nm0627159,nm2440587,nm0591160,,nm0655683,,,nm1172478,nm0000198,nm0000474,nm0180411,nm0015370,nm0305083,,,,,nm0008953,nm0628080,,,,,,,,,130136768.10563242,2.0224080416666665
1467,132588093.91051637,506168307.31278723,TEENAGE MUTANT NINJA TURTLES,5.8,4485.0,tt1291150,2014,101,Science Fiction,Action,Adventure,Fantasy,Nickelodeon Movies,Paramount,Platinum Dunes,,,nm0032227,nm0481990,nm0247653,nm0424216,nm0625858,nm0509448,,,nm1083271,nm0004715,nm0001209,nm0279720,,,,,,,nm2948114,,,,,,,,,,373580213.40227085,3.8175999999999997
1549,153802188.93619898,289479511.1854978,MR. PEABODY & SHERMAN,6.6,1446.0,tt0864835,2014,92,Animation,Adventure,Family,,Pacific Data Images,DreamWorks Animation,Bullwinkle Studios,Classic Media Productions,,nm0591450,nm0911599,nm1362905,nm0304830,nm0450774,nm0591450,,,nm0123092,nm1934618,nm0170306,nm0005182,,,,,,,,,,,,,,,,,135677322.24929884,1.8821546896551726
1548,153802188.93619898,646099711.1302717,HOW TO TRAIN YOUR DRAGON 2,7.7,5998.0,tt1646971,2014,102,Fantasy,Action,Adventure,Animation,DreamWorks Animation,20th Century Fox,,,,nm0213450,nm2441763,,,,nm0213450,,,nm0059431,nm0000949,nm0124930,nm0272401,,,,,,,nm0036366,nm0694173,nm0956710,nm0139758,,,,,,,492297522.1940727,4.200848606896551
1618,14849866.517977832,10688499.030692419,THE LOFT,6.4,810.0,tt1850397,2014,108,Thriller,,,,Open Road Films,Dark Castle Entertainment,Anonymous Content,,,nm0210916,nm0887452,nm0834338,,,nm0887452,,,nm0881631,nm0005188,nm0589505,nm0832314,,,,,,,nm0480686,nm2249185,nm0338234,nm6560200,,,,,,,-4161367.487285413,0.7197707142857144
1521,222747997.76966748,1157658571.9636178,TRANSFORMERS: AGE OF EXTINCTION,5.8,5078.0,tt2109248,2014,165,Science Fiction,Action,Adventure,,Hasbro Studios,Paramount,Amblin Entertainment,Di Bonaventura Pictures,Platinum Dunes,nm0000881,nm0472567,,,,nm0000881,,,nm0000242,nm2443758,nm2930503,nm0001804,nm0224007,nm0617009,,,,,nm0117290,nm0220892,nm0225146,nm0006613,nm0001288,nm0596360,nm0937714,nm1328180,,,934910574.1939503,5.197167128571429
1471,68945808.83346851,75474013.81008382,"I, FRANKENSTEIN",5.2,1162.0,tt1418377,2014,92,Horror,Thriller,,,Sidney Kimmel Entertainment,Hopscotch Films,Lakeshore Entertainment,Lionsgate,,nm0791217,nm0064181,nm0340485,,,nm0064181,,,nm0001173,nm0631490,nm0001584,nm1091621,,,,,,,nm0454004,nm0524342,nm0556580,nm0073554,nm0635835,nm2303562,,,,,6528204.97661531,1.094686030769231
1472,180319807.71830225,758156298.9794708,CAPTAIN AMERICA: THE WINTER SOLDIER,7.7,11826.0,tt1843866,2014,136,Action,Adventure,Science Fiction,,Marvel Studios,,,,,nm1321655,nm0800209,nm0751577,nm1321656,nm0456158,nm0751577,nm0751648,,nm0262635,nm0000168,nm0424060,nm0000602,,,,,,,,,,,,,,,,,577836491.2611686,4.204509247058824
1499,25456914.03081914,12830602.882958231,FOXCATCHER,6.6,1470.0,tt1100089,2014,134,Drama,Thriller,,,Annapurna Pictures,Media Rights Capital,Likely Story,,,nm0296861,nm0587955,nm0001246,,,nm0587955,,,nm0136797,nm1475594,nm0749263,nm0000603,nm0001309,nm5343317,,,,,nm0106835,nm2691892,nm0453091,nm0292132,nm1387379,nm3602603,,,,,-12626311.147860909,0.5040125
1475,212140950.2568262,748557833.1864356,THE AMAZING SPIDER-MAN 2,6.4,7702.0,tt1872181,2014,142,Action,Adventure,Fantasy,,Marvel Entertainment,Columbia Pictures,Avi Arad Productions,Matt Tolmach Productions,Sony Pictures,nm0649460,nm0888743,nm0498278,nm0476064,nm1989536,nm1989536,,,nm1940449,nm1297015,nm0004937,nm0316079,nm0001714,nm0190744,nm0557219,nm1711114,nm2851530,,nm1006024,,,,,,,,,,536416882.9296094,3.52858716
